Retailer,Sales Method,Product,Total Sales
Amazon,Online,Men's Athletic Footwear,405
Amazon,Online,Women's Athletic Footwear,413
Amazon,Online,Men's Athletic Footwear,338
Amazon,Outlet,Women's Street Footwear,185
Amazon,Outlet,Men's Apparel,318
Amazon,Online,Men's Apparel,396
Amazon,Outlet,Men's Apparel,310
Amazon,Outlet,Women's Street Footwear,288
Amazon,Online,Men's Athletic Footwear,294
Amazon,Online,Women's Athletic Footwear,333
Amazon,Outlet,Men's Apparel,245
Amazon,Outlet,Men's Athletic Footwear,238
Amazon,Outlet,Men's Apparel,326
Amazon,Outlet,Women's Athletic Footwear,231
Amazon,Outlet,Women's Street Footwear,264
Amazon,Online,Women's Street Footwear,208
Amazon,Online,Women's Athletic Footwear,299
Amazon,Online,Men's Apparel,371
Amazon,Online,Men's Apparel,340
Amazon,Outlet,Women's Athletic Footwear,281
Amazon,Outlet,Women's Athletic Footwear,216
Amazon,Outlet,Men's Apparel,319
Amazon,Online,Men's Athletic Footwear,241
Amazon,Online,Women's Street Footwear,258
Amazon,Online,Men's Apparel,330
Amazon,Outlet,Men's Apparel,202
Amazon,Online,Women's Street Footwear,319
Amazon,Outlet,Men's Apparel,217
Amazon,Online,Women's Athletic Footwear,234
Amazon,Online,Men's Apparel,337
Amazon,Online,Men's Apparel,290
Amazon,Outlet,Women's Athletic Footwear,150
Amazon,Outlet,Women's Athletic Footwear,144
Amazon,Online,Men's Apparel,240
Amazon,Online,Women's Athletic Footwear,253
Amazon,Online,Women's Athletic Footwear,198
Amazon,Online,Women's Athletic Footwear,162
Amazon,Online,Women's Athletic Footwear,158
Amazon,Outlet,Women's Athletic Footwear,117
Amazon,Online,Women's Athletic Footwear,137
Amazon,Online,Men's Apparel,194
Amazon,In-store,Men's Street Footwear,40500
Amazon,In-store,Men's Street Footwear,39000
Amazon,In-store,Men's Street Footwear,39000
Amazon,In-store,Men's Street Footwear,42000
Amazon,In-store,Men's Street Footwear,30000
Amazon,In-store,Men's Street Footwear,34200
Amazon,In-store,Men's Street Footwear,24525
Amazon,In-store,Men's Street Footwear,23625
Amazon,In-store,Men's Street Footwear,31500
Amazon,In-store,Men's Street Footwear,26250
Amazon,In-store,Women's Apparel,32500
Amazon,In-store,Men's Street Footwear,30875
Amazon,In-store,Women's Apparel,29250
West Gear,In-store,Men's Street Footwear,31500
Amazon,In-store,Men's Athletic Footwear,23375
Amazon,In-store,Men's Athletic Footwear,23375
Amazon,In-store,Women's Apparel,31875
Amazon,In-store,Women's Apparel,26000
Amazon,In-store,Men's Athletic Footwear,22000
Amazon,In-store,Women's Apparel,26000
Amazon,In-store,Men's Athletic Footwear,24000
Amazon,In-store,Women's Apparel,28125
Amazon,In-store,Women's Street Footwear,22500
Amazon,In-store,Women's Street Footwear,17500
Amazon,In-store,Women's Street Footwear,17500
Amazon,In-store,Women's Apparel,14625
Amazon,In-store,Women's Street Footwear,16250
Amazon,In-store,Men's Apparel,19500
Amazon,In-store,Men's Athletic Footwear,17875
West Gear,In-store,Men's Athletic Footwear,19500
Amazon,In-store,Women's Athletic Footwear,19500
Amazon,In-store,Men's Apparel,22750
Amazon,In-store,Men's Athletic Footwear,16250
Amazon,In-store,Women's Street Footwear,13000
Amazon,In-store,Women's Apparel,16250
West Gear,In-store,Women's Street Footwear,19200
Amazon,In-store,Women's Apparel,13500
Amazon,In-store,Women's Street Footwear,15000
Amazon,In-store,Women's Athletic Footwear,15000
Amazon,In-store,Men's Apparel,18000
Amazon,In-store,Women's Athletic Footwear,15000
Amazon,In-store,Women's Apparel,19500
Amazon,In-store,Men's Athletic Footwear,18000
West Gear,In-store,Women's Apparel,22500
Amazon,In-store,Women's Athletic Footwear,18000
Amazon,In-store,Women's Street Footwear,12000
Amazon,In-store,Women's Street Footwear,9625
Amazon,In-store,Women's Apparel,12375
Amazon,In-store,Men's Athletic Footwear,15125
Amazon,In-store,Men's Apparel,16500
Amazon,In-store,Men's Apparel,19250
Amazon,In-store,Men's Athletic Footwear,11250
Amazon,In-store,Women's Athletic Footwear,12500
Amazon,In-store,Women's Athletic Footwear,12500
Amazon,In-store,Men's Athletic Footwear,12500
Amazon,In-store,Men's Apparel,12375
Amazon,In-store,Men's Athletic Footwear,10125
Amazon,In-store,Men's Apparel,13500
Amazon,In-store,Women's Street Footwear,11250
Amazon,In-store,Men's Apparel,13500
Amazon,In-store,Women's Athletic Footwear,10000
Amazon,In-store,Men's Apparel,12000
Amazon,In-store,Women's Street Footwear,12000
Amazon,In-store,Men's Apparel,9625
Amazon,In-store,Women's Athletic Footwear,10500
Amazon,In-store,Men's Apparel,12250
Amazon,Outlet,Men's Street Footwear,1098
Amazon,Outlet,Men's Street Footwear,950
Amazon,Outlet,Men's Street Footwear,974
Amazon,In-store,Women's Athletic Footwear,9000
Foot Locker,Outlet,Men's Street Footwear,980
Amazon,Online,Men's Street Footwear,1254
Amazon,Online,Men's Street Footwear,1176
Amazon,Outlet,Men's Street Footwear,921
Amazon,Outlet,Men's Street Footwear,984
Amazon,Outlet,Men's Street Footwear,733
Amazon,Outlet,Men's Street Footwear,617
Foot Locker,Outlet,Men's Street Footwear,754
Amazon,In-store,Women's Athletic Footwear,7875
Amazon,Online,Men's Street Footwear,1107
Foot Locker,Online,Men's Street Footwear,900
Amazon,Online,Men's Street Footwear,997
Foot Locker,Online,Men's Street Footwear,1200
Amazon,Online,Men's Street Footwear,809
Foot Locker,Outlet,Men's Street Footwear,594
Amazon,Outlet,Women's Apparel,766
Amazon,Outlet,Women's Apparel,810
Foot Locker,Outlet,Men's Street Footwear,842
Amazon,Online,Men's Street Footwear,739
Amazon,Online,Men's Street Footwear,909
Amazon,In-store,Women's Athletic Footwear,6750
Foot Locker,Outlet,Women's Athletic Footwear,7500
Amazon,Outlet,Men's Athletic Footwear,700
Foot Locker,Outlet,Men's Street Footwear,879
Foot Locker,Online,Men's Street Footwear,754
Amazon,Outlet,Women's Apparel,667
Foot Locker,Outlet,Women's Apparel,878
Amazon,Outlet,Women's Apparel,644
Amazon,Outlet,Men's Athletic Footwear,560
Amazon,Online,Women's Apparel,911
Amazon,Online,Women's Apparel,877
Amazon,Online,Men's Athletic Footwear,783
Amazon,Outlet,Men's Athletic Footwear,527
Amazon,Online,Men's Athletic Footwear,721
Amazon,Outlet,Women's Street Footwear,474
Foot Locker,Outlet,Men's Athletic Footwear,627
Foot Locker,Outlet,Women's Street Footwear,602
Amazon,Outlet,Women's Apparel,446
Amazon,Online,Men's Athletic Footwear,689
Foot Locker,Outlet,Men's Apparel,615
Foot Locker,Outlet,Women's Apparel,732
Foot Locker,Online,Men's Street Footwear,762
Amazon,Outlet,Men's Apparel,559
Foot Locker,Online,Men's Street Footwear,796
Foot Locker,Online,Women's Apparel,866
Foot Locker,Online,Women's Apparel,905
Amazon,Outlet,Men's Athletic Footwear,499
Foot Locker,Outlet,Women's Athletic Footwear,568
Amazon,Online,Women's Apparel,748
Foot Locker,Online,Men's Athletic Footwear,679
Amazon,Outlet,Men's Apparel,536
Foot Locker,Outlet,Men's Athletic Footwear,479
Foot Locker,Outlet,Women's Street Footwear,581
Foot Locker,Outlet,Women's Athletic Footwear,490
Amazon,Outlet,Women's Street Footwear,441
Amazon,Online,Women's Street Footwear,589
Amazon,Outlet,Women's Street Footwear,469
Foot Locker,Online,Women's Street Footwear,670
Amazon,Outlet,Women's Athletic Footwear,417
Amazon,Online,Women's Apparel,678
Amazon,Online,Women's Street Footwear,546
Foot Locker,Online,Men's Apparel,777
Amazon,Outlet,Women's Street Footwear,336
Foot Locker,Outlet,Women's Apparel,431
Foot Locker,Online,Women's Street Footwear,655
Amazon,Outlet,Women's Athletic Footwear,385
Amazon,Outlet,Women's Apparel,551
Amazon,Online,Men's Apparel,612
Amazon,Outlet,Women's Apparel,333
Amazon,Outlet,Women's Street Footwear,424
Amazon,Outlet,Women's Apparel,356
Foot Locker,Outlet,Men's Athletic Footwear,436
Foot Locker,Outlet,Women's Street Footwear,347
Amazon,Online,Women's Apparel,451
Amazon,Online,Women's Apparel,451
Amazon,Online,Women's Street Footwear,500
Amazon,Online,Women's Apparel,666
Foot Locker,Online,Men's Athletic Footwear,608
Amazon,Outlet,Men's Apparel,394
Foot Locker,Outlet,Men's Apparel,566
Amazon,Online,Men's Athletic Footwear,513
Amazon,Online,Men's Apparel,564
Amazon,Outlet,Men's Athletic Footwear,372
Foot Locker,Outlet,Men's Athletic Footwear,335
Amazon,Online,Women's Athletic Footwear,473
Amazon,Outlet,Women's Athletic Footwear,373
Foot Locker,Online,Women's Street Footwear,396
Amazon,Outlet,Men's Apparel,468
Foot Locker,Outlet,Women's Apparel,576
Amazon,Online,Women's Street Footwear,466
Foot Locker,Online,Women's Athletic Footwear,546
Amazon,Outlet,Men's Athletic Footwear,317
Amazon,Outlet,Women's Athletic Footwear,370
Amazon,Online,Men's Athletic Footwear,470
Amazon,Online,Women's Athletic Footwear,451
Foot Locker,Online,Women's Athletic Footwear,544
Amazon,Outlet,Men's Athletic Footwear,323
Foot Locker,Online,Men's Athletic Footwear,521
Foot Locker,Online,Men's Athletic Footwear,420
Amazon,Online,Men's Apparel,465
Foot Locker,Online,Women's Street Footwear,357
Foot Locker,Outlet,Women's Street Footwear,241
Foot Locker,Online,Women's Apparel,583
Foot Locker,Online,Men's Apparel,575
Amazon,Online,Women's Athletic Footwear,416
Amazon,Outlet,Women's Street Footwear,208
Amazon,Outlet,Men's Apparel,360
Amazon,Online,Men's Apparel,491
Foot Locker,Online,Women's Apparel,421
Amazon,Outlet,Women's Street Footwear,335
Amazon,Online,Women's Street Footwear,285
Amazon,Online,Women's Apparel,338
Amazon,Online,Women's Street Footwear,390
Amazon,Outlet,Women's Athletic Footwear,303
Amazon,Online,Women's Street Footwear,277
Amazon,Online,Men's Apparel,431
Amazon,Online,Women's Athletic Footwear,367
Amazon,Outlet,Men's Apparel,336
Foot Locker,Outlet,Men's Athletic Footwear,294
Amazon,Online,Men's Athletic Footwear,338
Amazon,Online,Men's Athletic Footwear,333
Amazon,Outlet,Women's Athletic Footwear,211
Foot Locker,Outlet,Men's Apparel,320
Amazon,Online,Men's Apparel,403
Amazon,Outlet,Men's Apparel,244
Foot Locker,Outlet,Women's Athletic Footwear,268
Amazon,Online,Men's Apparel,348
Amazon,Outlet,Men's Apparel,282
Foot Locker,Outlet,Women's Street Footwear,312
Foot Locker,Online,Men's Athletic Footwear,313
Amazon,Online,Women's Athletic Footwear,244
Foot Locker,Outlet,Men's Apparel,290
Amazon,Online,Women's Athletic Footwear,297
Foot Locker,Online,Women's Street Footwear,319
Foot Locker,Online,Men's Apparel,324
Amazon,Online,Men's Apparel,302
Amazon,Outlet,Women's Athletic Footwear,186
Foot Locker,Outlet,Women's Athletic Footwear,168
Amazon,Online,Women's Athletic Footwear,216
Foot Locker,Online,Women's Athletic Footwear,291
Foot Locker,Online,Men's Apparel,327
Amazon,Outlet,Women's Athletic Footwear,149
Foot Locker,Online,Women's Athletic Footwear,191
Amazon,Online,Women's Athletic Footwear,167
Amazon,In-store,Men's Street Footwear,45500
Amazon,In-store,Men's Street Footwear,43875
Amazon,Outlet,Men's Street Footwear,43875
Foot Locker,Outlet,Men's Street Footwear,46875
Amazon,In-store,Men's Street Footwear,38675
Foot Locker,Outlet,Men's Street Footwear,31625
Amazon,In-store,Men's Street Footwear,28500
Amazon,In-store,Men's Street Footwear,27500
Amazon,Outlet,Men's Street Footwear,35750
Amazon,Outlet,Women's Apparel,36750
Foot Locker,Outlet,Men's Street Footwear,27500
Amazon,In-store,Women's Apparel,33250
Foot Locker,Outlet,Men's Street Footwear,33250
Amazon,Outlet,Men's Athletic Footwear,27000
Amazon,Outlet,Men's Athletic Footwear,27000
Foot Locker,Outlet,Men's Street Footwear,33750
Foot Locker,Outlet,Women's Apparel,36000
Amazon,In-store,Women's Apparel,29750
Amazon,In-store,Men's Athletic Footwear,25500
Amazon,Outlet,Women's Apparel,29750
Foot Locker,Outlet,Men's Athletic Footwear,27625
Foot Locker,Outlet,Women's Apparel,32000
Foot Locker,Outlet,Women's Street Footwear,26000
Amazon,In-store,Women's Apparel,18750
Amazon,Outlet,Women's Street Footwear,20625
Amazon,Outlet,Women's Street Footwear,20625
Amazon,In-store,Women's Street Footwear,19250
Amazon,Outlet,Men's Apparel,22750
Amazon,Outlet,Men's Athletic Footwear,21000
Foot Locker,Outlet,Women's Athletic Footwear,22750
Foot Locker,Outlet,Men's Apparel,26250
Foot Locker,Outlet,Women's Street Footwear,22425
Amazon,In-store,Women's Apparel,16250
Amazon,In-store,Women's Street Footwear,17875
Amazon,In-store,Women's Athletic Footwear,17875
Amazon,In-store,Men's Apparel,21125
Amazon,Outlet,Women's Athletic Footwear,17875
Amazon,Outlet,Women's Apparel,22750
Foot Locker,Outlet,Men's Athletic Footwear,21125
Foot Locker,Outlet,Women's Athletic Footwear,21125
Amazon,In-store,Women's Street Footwear,12000
Amazon,In-store,Women's Apparel,15000
Amazon,In-store,Men's Athletic Footwear,18000
Amazon,In-store,Men's Apparel,19500
Foot Locker,Outlet,Men's Athletic Footwear,19500
Foot Locker,Outlet,Women's Apparel,24000
Foot Locker,Outlet,Men's Apparel,22500
Foot Locker,Outlet,Men's Athletic Footwear,16500
Foot Locker,Outlet,Women's Street Footwear,13500
Foot Locker,Outlet,Women's Apparel,16500
Amazon,In-store,Men's Apparel,16500
Amazon,In-store,Men's Athletic Footwear,13750
Amazon,In-store,Women's Athletic Footwear,15125
Amazon,Outlet,Women's Athletic Footwear,15125
Foot Locker,Outlet,Women's Street Footwear,12375
Amazon,In-store,Men's Athletic Footwear,12500
Amazon,In-store,Women's Street Footwear,10000
Amazon,Outlet,Men's Apparel,16250
Amazon,Outlet,Women's Street Footwear,13750
Amazon,Outlet,Women's Athletic Footwear,12375
Amazon,Outlet,Men's Apparel,14625
Foot Locker,Outlet,Men's Athletic Footwear,12375
Amazon,In-store,Men's Apparel,12000
Foot Locker,Outlet,Women's Street Footwear,13000
Foot Locker,Outlet,Men's Apparel,13000
Amazon,In-store,Men's Apparel,10500
Foot Locker,Outlet,Women's Athletic Footwear,11375
Foot Locker,Outlet,Men's Apparel,13125
Foot Locker,Online,Men's Athletic Footwear,1548
Foot Locker,Online,Men's Street Footwear,1407
Foot Locker,Online,Men's Street Footwear,1659
Foot Locker,Online,Men's Street Footwear,1539
Walmart,Online,Men's Street Footwear,1285
Foot Locker,Online,Men's Athletic Footwear,1474
Walmart,Online,Men's Athletic Footwear,1401
Foot Locker,Online,Women's Street Footwear,1278
Foot Locker,Online,Women's Apparel,1639
Walmart,Online,Men's Athletic Footwear,941
Foot Locker,Online,Women's Street Footwear,1037
Foot Locker,Online,Men's Street Footwear,806
Walmart,Online,Men's Street Footwear,806
Foot Locker,Online,Men's Athletic Footwear,1123
Foot Locker,Online,Women's Apparel,1478
Foot Locker,Outlet,Men's Apparel,7500
Foot Locker,Outlet,Men's Apparel,8250
Foot Locker,Online,Women's Street Footwear,1185
Foot Locker,Online,Men's Apparel,1192
Walmart,Online,Men's Street Footwear,924
Walmart,Online,Men's Athletic Footwear,1028
Walmart,Online,Men's Apparel,1014
Sports Direct,Online,Women's Athletic Footwear,1059
Foot Locker,Online,Women's Apparel,987
Foot Locker,Online,Women's Athletic Footwear,951
Sports Direct,Online,Women's Apparel,1264
Walmart,Online,Women's Apparel,1148
Walmart,Online,Men's Athletic Footwear,842
Sports Direct,Online,Men's Street Footwear,493
Foot Locker,Online,Men's Street Footwear,594
Sports Direct,Online,Women's Street Footwear,999
Foot Locker,Online,Women's Athletic Footwear,984
Foot Locker,Online,Men's Street Footwear,767
Foot Locker,Online,Women's Athletic Footwear,949
Sports Direct,Online,Men's Apparel,1075
Foot Locker,Outlet,Men's Apparel,7500
Walmart,Online,Men's Street Footwear,645
Sports Direct,Online,Women's Apparel,608
Walmart,Online,Women's Street Footwear,615
Sports Direct,Online,Men's Athletic Footwear,590
Sports Direct,Online,Women's Street Footwear,554
Sports Direct,Online,Men's Street Footwear,437
Walmart,Online,Men's Apparel,938
Sports Direct,Online,Men's Athletic Footwear,544
Sports Direct,Online,Women's Street Footwear,544
Walmart,Online,Women's Street Footwear,672
Walmart,Online,Women's Apparel,588
Walmart,Online,Women's Athletic Footwear,624
Foot Locker,Online,Women's Apparel,449
Foot Locker,Online,Women's Street Footwear,576
Foot Locker,Online,Men's Athletic Footwear,568
Foot Locker,Online,Women's Street Footwear,549
Foot Locker,Online,Women's Apparel,620
Foot Locker,Online,Men's Athletic Footwear,491
Foot Locker,Online,Women's Street Footwear,546
Walmart,Online,Men's Apparel,646
Foot Locker,Online,Men's Apparel,730
Walmart,Online,Women's Apparel,634
Walmart,Online,Women's Street Footwear,487
Foot Locker,Online,Women's Apparel,425
Walmart,Online,Women's Athletic Footwear,527
Walmart,Online,Women's Athletic Footwear,415
Foot Locker,Online,Men's Athletic Footwear,494
Foot Locker,Online,Women's Athletic Footwear,416
Sports Direct,Online,Women's Athletic Footwear,362
Walmart,Online,Women's Apparel,480
Foot Locker,Online,Women's Athletic Footwear,350
Walmart,Online,Men's Apparel,441
Foot Locker,Online,Women's Athletic Footwear,359
Sports Direct,Online,Men's Apparel,367
Foot Locker,Online,Women's Athletic Footwear,230
Foot Locker,Online,Men's Apparel,253
Foot Locker,Online,Men's Apparel,218
Foot Locker,Online,Men's Apparel,179
Foot Locker,Online,Men's Apparel,198
Foot Locker,Outlet,Men's Street Footwear,64000
Foot Locker,Outlet,Men's Street Footwear,63750
Foot Locker,Outlet,Men's Street Footwear,50750
Foot Locker,Outlet,Men's Athletic Footwear,54375
Walmart,Outlet,Men's Street Footwear,52500
Walmart,Outlet,Men's Athletic Footwear,59500
Foot Locker,Outlet,Women's Apparel,65000
Foot Locker,Outlet,Men's Athletic Footwear,55250
Foot Locker,Outlet,Men's Athletic Footwear,45000
Foot Locker,Outlet,Women's Street Footwear,45000
Foot Locker,Outlet,Women's Street Footwear,51000
Foot Locker,Outlet,Women's Street Footwear,42000
Walmart,Outlet,Men's Athletic Footwear,36000
Foot Locker,Outlet,Men's Apparel,46750
Foot Locker,Outlet,Women's Apparel,55000
Walmart,Outlet,Men's Street Footwear,35750
Walmart,Outlet,Men's Athletic Footwear,38500
Foot Locker,Outlet,Men's Street Footwear,28875
Foot Locker,Outlet,Women's Athletic Footwear,36750
Walmart,Outlet,Men's Apparel,36750
Walmart,Outlet,Men's Street Footwear,28875
Sports Direct,Outlet,Women's Apparel,49875
Sports Direct,Outlet,Men's Street Footwear,21000
Foot Locker,Outlet,Men's Street Footwear,22500
Foot Locker,Outlet,Men's Street Footwear,30000
Foot Locker,Outlet,Women's Athletic Footwear,40000
Walmart,Outlet,Women's Apparel,45000
Sports Direct,Outlet,Women's Street Footwear,40000
Sports Direct,Outlet,Women's Athletic Footwear,40000
Foot Locker,Outlet,Women's Apparel,35625
Foot Locker,Outlet,Women's Athletic Footwear,35625
Walmart,Outlet,Men's Street Footwear,26125
Walmart,Outlet,Men's Athletic Footwear,30875
Sports Direct,Outlet,Women's Apparel,23750
Walmart,Outlet,Women's Street Footwear,23375
Sports Direct,Outlet,Men's Apparel,38250
Sports Direct,Outlet,Men's Street Footwear,17000
Sports Direct,Outlet,Men's Athletic Footwear,21250
